ID;Employment_Status;Employment_Status_Aggregated;Work_as_Contractor_12m;Work_as_Perm;Residence_Country;Residence_District;Residence_District_Aggregated;Work_Company_Country;Work_Company_Continent;Work_Company_PT_International;Work_Company_PT_District;Work_Company_PT_District_Aggregated;Remote_Working_Current;Remote_Working_Current_Flexible_Office_Days;Remote_Working_due_to_Covid;Job_Remote_or_Office;Remote_Work_Opinion;Job_Role_Original;Job_Role_Other;Job_Role;Employer_Industry;Employer_Industry_Other;Employer_Org_Type;Employer_Org_Type_Other;Employer_Size;Language_JavaScript;Language_Bash/Shell/PowerShell;Language_SQL;Language_Java;Language_C#;Language_Python;Language_PHP;Language_C++;Language_C;Language_TypeScript;Language_Ruby;Language_Swift;Language_Objective-C;Language_VB.NET;Language_Assembly;Language_R;Language_Perl;Language_VBA;Language_Matlab;Language_Go;Language_Scala;Language_Groovy;Language_Coffee Script;Language_Visual Basic 6;Language_Lua;Language_Haskell;Language_HTML/CSS;Language_Kotlin;Language_Rust;Language_Elixir;Language_Clojure;Language_WebAssembly;Language_Dart;Language_Languages_N/A;Language_Languages_Other;Framework_jQuery;Framework_.NET;Framework_Angular/Angular.js;Framework_Ruby on Rails;Framework_React;Framework_Django;Framework_Laravel;Framework_Spring;Framework_Vue.js;Framework_Express;Framework_Meteor;Framework_Flask;Framework_Ember.js;Framework_Drupal;Framework_OutSystems;Framework_Framework_N/A;Framework_Framework_Other;Contractor_Avg_Project;Contractor_Avg_Project_Intervals;Contractor_Avg_Hour_Rate;Contractor_Avg_Annual_Salary;Perm_Current_Company_how_long;Perm_GAS;Perm_GAS_Avg;Perm_GAS_Low_Limit;Perm_GAS_High_Limit;Avg_Salary;Salary_Change;Salary_Fairness;Changing_Jobs_next_6_months;Job_Motivator_Work_life_balance;Job_Motivator_Compensation_and_benefits;Job_Motivator_Training/Development_programs_at_work;Job_Motivator_Career_growth_opportunities;Job_Motivator_Remote_working;Job_Motivator_Flexible_schedule;Job_Motivator_Company_culture;Job_Motivator_The_technologies_I'm_working_with;Job_Motivator_Versatility/Variety_of_projects;Job_Motivator_Freedom_to_choose_the_clients_and/or_projects;Job_Motivator_Being_autonomous_at_work;Job_Motivator_How_widely_used_or_impactful_the_product/service_I_work_on_is;Job_Motivator_Environmentally_friendly/responsible_work_practice;Job_Perk_Meals_allowance/Company_provided_meals_or_snacks;Job_Perk_Transportation_benefit;Job_Perk_Health_benefits;Job_Perk_Fitness_or_wellness_benefit_(ex._gym_membership);Job_Perk_Computer/_Office_equipment_allowance;Job_Perk_Professional_development_sponsorship;Job_Perk_Annual_bonus;Job_Perk_Long-term_leave;Job_Perk_Parental_leave;Job_Perk_Stock_options_or_shares;Job_Perk_Education_sponsorship;Job_Perk_Child_care;Citizenship;Birth_Year;Age;Gender;English_Level;Way_Into_Tech;Way_Into_Tech_Other;Education_Level;Working_Experience;Working_Experience_Aggregated
2199;Employed full-time;Permanent Employee;1;;Portugal;Lisboa;Lisbon Metropolitan Area;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;5;CTO;;CTO;Government or public administration;;Consulting Business;;100 - 499 employees;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;;;;;;;;;;;;;;;;;N/A;;;;;;More than 3 years;€60.000 - €65.000;62500;60000;65000;62500;]0%, 5%];4;4;5;5;7;6;6;6;5;2;5;5;7;5;5;4;4;5;4;7;6;5;5;1;3;5;1;Portuguese;1972;49;Male;Full professional proficiency;University;;Masters degree;More than 9 years;6+ years
2200;Employed full-time;Permanent Employee;0;;Portugal;Lisboa;Lisbon Metropolitan Area;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Yes, fully remote;;My job is remote (full or flexible) by definition;Remote Job (full or flexible);6;Data Scientist/Data Engineer;;Data Scientist/Data Engineer;Consulting;;Corporate;;More than 5.000 employees;;;SQL;;;;;;;;;;;;;;;VBA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;;;;;;More than 3 years;€20.000 - €25.000;22500;20000;25000;22500;]0%, 5%];5;3;5;7;6;6;6;7;6;5;6;6;7;6;6;5;6;6;6;7;6;7;6;6;6;6;6;Portuguese;1988;33;Female;Professional working proficiency;University;;Masters degree;Between 3 - 6 years;3 - 6 years
2201;Employed full-time;Permanent Employee;0;;Portugal;Faro;South;Portugal;Europe;Portugal;Faro;South;Flexible between remote and office;1;Working remote because of Covid-19;Full Office Job;5;DevOps Engineer;;DevOps Engineer;Travel;;SME - Small or Medium Enterprise (personnel <250);;100 - 499 employees;;Bash/Shell/PowerShell;SQL;;;;;;;;;;;;;;;VBA;;;;;;;;;;;;;;;;;;;.NET;;;;;;;;;;;;;;;;;;;;Between 1 - 3 years;€20.000 - €25.000;22500;20000;25000;22500;Hasn't changed;5;1;7;6;6;6;5;5;6;6;5;3;3;4;3;5;3;5;2;5;6;4;4;7;3;5;5;Portuguese;1985;36;Male;Full professional proficiency;University;;Masters degree;More than 9 years;6+ years
2202;Employed full-time;Permanent Employee;0;;Portugal;Coimbra;Centre;USA;North America;International;;;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;6;Back-End Developer;;Back-End Developer;Software as a service (saas) development;;"Scale-up (fast growing company aka ""unicorn"")";;1000 - 4.999 employees;;;SQL;Java;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;;;;;;Between 1 - 3 years;€25.000 - €30.000;27500;25000;30000;27500;]5%,15%];6;2;6;5;4;5;6;6;7;5;5;3;4;5;5;5;1;5;1;4;3;3;3;5;5;3;3;Portuguese;1995;26;Male;Professional working proficiency;University;;Masters degree;Between 1 - 3 years;0 - 3 years
2203;Employed full-time;Permanent Employee;0;;Portugal;Braga;North;Germany;Europe;International;;;No, full office job;;;Full Office Job;5;DevOps Engineer;;DevOps Engineer;Software development - other;;Corporate;;More than 5.000 employees;;Bash/Shell/PowerShell;;;;Python;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yaml;;;;;;;;;;;;;;;;N/A;;;;;;Between 1 - 3 years;€20.000 - €25.000;22500;20000;25000;22500;]5%,15%];2;2;6;6;6;7;6;6;6;4;5;7;7;7;7;7;7;7;6;7;7;7;6;6;5;6;5;Portuguese;1990;31;Male;Full professional proficiency;University;;Masters degree;Between 3 - 6 years;3 - 6 years
2204;Employed full-time;Permanent Employee;0;;Portugal;Lisboa;Lisbon Metropolitan Area;UK;Europe;International;;;Yes, fully remote;;My job is remote (full or flexible) by definition;Remote Job (full or flexible);6;;Engineering Manager;Technical Team Leader;Software as a service (saas) development;;"Scale-up (fast growing company aka ""unicorn"")";;100 - 499 employees;JavaScript;;;;;;;;;;Ruby;;;;;;;;;;;;;;;;;;Rust;;;;;;;;;;Ruby on Rails;React;;;;;;;;;;;;;;;;;Less than one year;€95.000 - €100.000;97500;95000;100000;97500;Increased more than 15%;3;3;5;6;4;5;5;5;6;6;5;3;7;4;6;1;1;5;2;7;5;3;5;6;4;4;2;Portuguese;1987;34;I prefer not to say;Full professional proficiency;University;;Masters degree;More than 9 years;6+ years
2205;Employed full-time;Permanent Employee;0;;Portugal;Lisboa;Lisbon Metropolitan Area;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;5;Product Owner/Product Manager;;Product Owner/Product Manager;Transportation;;Corporate;;More than 5.000 employees;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;;;;;;;;;;;;;;;;;N/A;;;;;;More than 3 years;€20.000 - €25.000;22500;20000;25000;22500;Hasn't changed;4;1;6;6;5;6;6;6;7;2;4;1;6;6;7;6;5;7;2;6;6;5;2;7;2;6;4;Portuguese;1977;44;Male;Full professional proficiency;Self-taught;;Masters degree;More than 9 years;6+ years
2206;Employed full-time;Permanent Employee;0;;Portugal;Lisboa;Lisbon Metropolitan Area;Germany;Europe;International;;;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;4;Project Manager;;Project Manager;Information technology;;Corporate;;1000 - 4.999 employees;JavaScript;;SQL;;C#;Python;PHP;;;;;;;;;;;;Matlab;;;;;;;;HTML/CSS;;;;;;;;;;.NET;Angular/Angular.js;;React;;;Spring;;;;;;;;;;;;;;Between 1 - 3 years;€95.000 - €100.000;97500;95000;100000;97500;Hasn't changed;6;1;6;5;5;7;4;6;7;7;7;4;6;5;6;4;5;7;4;6;7;5;4;4;3;6;6;Portuguese;1970;51;Male;Full professional proficiency;University;;Masters degree;More than 9 years;6+ years
2207;Employed full-time;Permanent Employee;1;;Portugal;Madeira;Azores and Madeira;Norway;Europe;International;;;Flexible between remote and office;5;My job is remote (full or flexible) by definition;Remote Job (full or flexible);5;Full-Stack Developer;;Full-Stack Developer;Web development or design;;SME - Small or Medium Enterprise (personnel <250);;20 - 99 employees;JavaScript;Bash/Shell/PowerShell;SQL;;;;PHP;;;TypeScript;Ruby;;;;;;;;;;;;;;;;HTML/CSS;;;;;;;;;jQuery;;Angular/Angular.js;Ruby on Rails;React;;;;;Express;;;;;;;;;;;;More than 3 years;€20.000 - €25.000;22500;20000;25000;22500;Hasn't changed;5;3;6;6;6;6;4;6;6;5;6;4;6;6;6;7;1;4;1;7;5;5;4;4;5;5;4;Portuguese;1991;30;Female;Professional working proficiency;University;;Masters degree;Between 6 - 9 years;6+ years
2208;Employed full-time;Permanent Employee;0;;Portugal;Coimbra;Centre;Portugal;Europe;Portugal;Coimbra;Centre;Flexible between remote and office;1;My job is remote (full or flexible) by definition;Remote Job (full or flexible);4;Product Owner/Product Manager;;Product Owner/Product Manager;Healthcare or social services;;SME - Small or Medium Enterprise (personnel <250);;10 - 19 employees;JavaScript;;;;C#;;;;;;Ruby;;;;;;;;;;;;;;;;;;;;;;;;;;.NET;;Ruby on Rails;React;;;;;;;;;;;;;;;;;More than 3 years;€50.000 - €55.000;52500;50000;55000;52500;Hasn't changed;3;1;7;4;2;2;3;5;6;3;3;5;6;5;5;4;3;5;4;7;6;5;5;7;5;4;5;Portuguese;1982;39;Male;Native or bilingual proficiency;University;;Masters degree;More than 9 years;6+ years
2209;Employed full-time;Permanent Employee;0;;Portugal;Lisboa;Lisbon Metropolitan Area;Germany;Europe;International;;;Yes, fully remote;;My job is remote (full or flexible) by definition;Remote Job (full or flexible);4;Product Owner/Product Manager;;Product Owner/Product Manager;Software development - other;;SME - Small or Medium Enterprise (personnel <250);;100 - 499 employees;JavaScript;;;;;;PHP;;;;;;;;;;;;;;;;;;;;HTML/CSS;;;;;;;;;;;Angular/Angular.js;;React;;;;Vue.js;;;;;;;;;;;;;Between 1 - 3 years;€45.000 - €50.000;47500;45000;50000;47500;Hasn't changed;2;1;7;7;7;6;5;7;7;2;6;6;7;4;2;6;2;6;2;2;6;6;2;7;2;5;7;Portuguese;1981;40;Male;Full professional proficiency;Self-taught;;Masters degree;More than 9 years;6+ years
2210;Employed full-time;Permanent Employee;1;;Portugal;Lisboa;Lisbon Metropolitan Area;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Flexible between remote and office;4;Working remote because of Covid-19;Full Office Job;5;;Designer;UX/UI Designer;Manufacturing;;Corporate;;20 - 99 employees;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;;;;;;;;;;;;;;;;;N/A;;;;;;Between 1 - 3 years;€25.000 - €30.000;27500;25000;30000;27500;Hasn't changed;3;5;7;7;7;7;7;7;7;5;7;7;7;7;7;7;7;7;4;7;7;7;4;7;4;4;7;Portuguese;1987;34;Female;Full professional proficiency;University;;Masters degree;Between 6 - 9 years;6+ years
2211;Employed full-time;Permanent Employee;0;;Portugal;Braga;North;Portugal;Europe;Portugal;Braga;North;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;6;UX/UI Designer;;UX/UI Designer;Consulting;;SME - Small or Medium Enterprise (personnel <250);;20 - 99 employees;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;;;;;;;;;;;;;;;;;N/A;;;;;;More than 3 years;€15.000 - €20.000;17500;15000;20000;17500;Hasn't changed;1;5;7;6;6;6;6;7;7;5;6;3;6;5;5;7;5;5;5;6;6;5;6;7;3;5;5;Portuguese;1985;36;Female;Full professional proficiency;University;;Masters degree;Between 6 - 9 years;6+ years
2212;Working as a Contractor/Freelancer;Contractor;;1;Portugal;Porto;Porto Metropolitan Area;USA;North America;International;;;Yes, fully remote;;My job is remote (full or flexible) by definition;Remote Job (full or flexible);6;Full-Stack Developer;;Full-Stack Developer;Manufacturing;;SME - Small or Medium Enterprise (personnel <250);;20 - 99 employees;JavaScript;Bash/Shell/PowerShell;SQL;;;;PHP;;;TypeScript;;;;;;;;;;;;;;;;;HTML/CSS;;;;;;;;;;;;;React;;;;;Express;;;;;;;;18;13 to 24 monthts;55;88000;;;;;;88000;]5%,15%];7;3;7;7;5;6;7;5;6;7;4;5;5;3;4;1;1;1;1;2;3;6;6;7;5;3;7;Russian;1989;32;Male;Professional working proficiency;Self-taught;;Masters degree;More than 9 years;6+ years
2213;Employed full-time;Permanent Employee;1;;Portugal;Lisboa;Lisbon Metropolitan Area;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Yes, fully remote;;My job is remote (full or flexible) by definition;Remote Job (full or flexible);6;Technical Team Leader;;Technical Team Leader;Information technology;;SME - Small or Medium Enterprise (personnel <250);;100 - 499 employees;;;;;;;;;;;Ruby;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ruby on Rails;;;;;;;;;;;;;;;;;;Between 1 - 3 years;€40.000 - €45.000;42500;40000;45000;42500;]0%, 5%];4;3;4;4;5;4;5;5;6;5;5;4;5;5;5;5;5;5;5;5;5;5;4;5;4;5;4;Portuguese;1977;44;Male;Full professional proficiency;University;;Masters degree;More than 9 years;6+ years
2214;Employed full-time;Permanent Employee;0;;Portugal;Lisboa;Lisbon Metropolitan Area;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Yes, fully remote;;My job is remote (full or flexible) by definition;Remote Job (full or flexible);6;Technical Team Leader;;Technical Team Leader;Cloud-based solutions or services;;"Scale-up (fast growing company aka ""unicorn"")";;1000 - 4.999 employees;;;;;;;;;;;Ruby;;;;;;;;;;;;;;;;;Kotlin;;Elixir;;;;;;;;;Ruby on Rails;;;;Spring;;;;;;;;;;;;;;More than 3 years;€60.000 - €65.000;62500;60000;65000;62500;]5%,15%];5;3;7;7;7;7;5;4;7;6;5;6;6;5;1;6;1;7;1;7;5;2;6;7;7;4;4;Portuguese;1990;31;Male;Native or bilingual proficiency;University;;Masters degree;Between 6 - 9 years;6+ years
2215;Employed full-time;Permanent Employee;0;;Portugal;Lisboa;Lisbon Metropolitan Area;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;5;Back-End Developer;;Back-End Developer;Data and analytics;;Outsourcing;;100 - 499 employees;;;SQL;;;Python;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PL/SQL;;;;;;Django;;;;;;;;;;;;;;;;Between 1 - 3 years;€30.000 - €35.000;32500;30000;35000;32500;]0%, 5%];4;5;6;5;6;7;4;4;5;7;6;4;7;5;5;6;3;6;5;7;6;6;6;7;5;5;4;Portuguese;1991;30;Male;Full professional proficiency;University;;Masters degree;Between 3 - 6 years;3 - 6 years
2216;Employed full-time;Permanent Employee;0;;Portugal;Lisboa;Lisbon Metropolitan Area;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Yes, fully remote;;My job is remote (full or flexible) by definition;Remote Job (full or flexible);7;Back-End Developer;;Back-End Developer;Information technology;;Corporate;;More than 5.000 employees;;;SQL;Java;;;;;;TypeScript;;;;;;;;;;;;;;;;;;;;;;;;;;;;Angular/Angular.js;;;;;;;;;;;;;;;;;;;Between 1 - 3 years;€40.000 - €45.000;42500;40000;45000;42500;Hasn't changed;5;1;7;6;5;5;6;4;6;6;4;4;5;6;6;6;1;6;1;6;5;6;2;6;1;1;1;Portuguese;1988;33;Male;Professional working proficiency;University;;Masters degree;Between 6 - 9 years;6+ years
2217;Employed full-time;Permanent Employee;0;;Portugal;Lisboa;Lisbon Metropolitan Area;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;No, full office job;;;Full Office Job;5;Full-Stack Developer;;Full-Stack Developer;Cloud-based solutions or services;;Startup (new business venture);;20 - 99 employees;JavaScript;;SQL;Java;;;;;;;;;;;;;;;;;;;;;;;HTML/CSS;;;;;;;;;jQuery;;;;;;;;;;;;;;;;;;;;;More than 3 years;€40.000 - €45.000;42500;40000;45000;42500;Increased more than 15%;5;1;6;6;5;6;5;6;7;5;4;4;6;5;5;4;5;5;3;5;5;5;4;5;4;4;4;Portuguese;1992;29;Male;Full professional proficiency;University;;Masters degree;Between 3 - 6 years;3 - 6 years
2218;Employed full-time;Permanent Employee;0;;Portugal;Porto;Porto Metropolitan Area;Portugal;Europe;Portugal;Braga;North;Flexible between remote and office;4;My job is remote (full or flexible) by definition;Remote Job (full or flexible);2;Data Scientist/Data Engineer;;Data Scientist/Data Engineer;Manufacturing;;Corporate;;More than 5.000 employees;;;SQL;;;Python;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PyTorch;;;;;Less than one year;€20.000 - €25.000;22500;20000;25000;22500;]5%,15%];7;1;7;5;4;7;3;7;7;4;4;4;5;5;5;7;1;7;3;7;5;3;7;7;1;3;7;Portuguese;1995;26;Female;Professional working proficiency;University;;Masters degree;Between 1 - 3 years;0 - 3 years
2219;Employed full-time;Permanent Employee;1;;Portugal;Porto;Porto Metropolitan Area;UK;Europe;International;;;Flexible between remote and office;3;My job is remote (full or flexible) by definition;Remote Job (full or flexible);6;Front-End Developer;;Front-End Developer;Security;;Startup (new business venture);;10 - 19 employees;JavaScript;;;;;Python;;;;;;;;;;;;;;Go;;;;;;;HTML/CSS;;;;;;;;;;;;;React;;;;;Express;;;;;;;;;;;;Between 1 - 3 years;€40.000 - €45.000;42500;40000;45000;42500;Increased more than 15%;7;1;6;5;5;7;6;6;5;5;5;2;5;4;5;3;2;6;1;7;5;4;4;7;5;5;4;Portuguese;1994;27;Female;Professional working proficiency;University;;Masters degree;Between 1 - 3 years;0 - 3 years
2220;Employed full-time;Permanent Employee;0;;Portugal;Lisboa;Lisbon Metropolitan Area;Finland;Europe;International;;;Yes, fully remote;;My job is remote (full or flexible) by definition;Remote Job (full or flexible);7;Technical Team Leader;;Technical Team Leader;Information technology;;Corporate;;More than 5.000 employees;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Apex - Salesforce;;;;;;;;;;;;;;;;N/A;;;;;;Between 1 - 3 years;€40.000 - €45.000;42500;40000;45000;42500;]5%,15%];5;3;7;7;7;7;5;6;6;7;6;5;6;7;5;6;6;7;5;6;7;7;5;7;5;7;6;Portuguese;1991;30;Female;Native or bilingual proficiency;University;;Masters degree;Between 3 - 6 years;3 - 6 years
2221;Employed full-time;Permanent Employee;0;;Portugal;Porto;Porto Metropolitan Area;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Flexible between remote and office;3;My job is remote (full or flexible) by definition;Remote Job (full or flexible);3;;Database Administrator;DevOps Engineer;Consulting;;SME - Small or Medium Enterprise (personnel <250);;20 - 99 employees;;Bash/Shell/PowerShell;SQL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;;;;;;Between 1 - 3 years;€25.000 - €30.000;27500;25000;30000;27500;Hasn't changed;4;4;6;6;5;5;1;4;6;4;5;4;6;4;4;3;1;2;1;3;6;4;7;6;1;5;3;Portuguese;1986;35;Male;Full professional proficiency;University;;Masters degree;More than 9 years;6+ years
2222;Employed full-time;Permanent Employee;0;;Portugal;Aveiro;Centre;Portugal;Europe;Portugal;Aveiro;Centre;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;5;Front-End Developer;;Front-End Developer;Consulting;;SME - Small or Medium Enterprise (personnel <250);;100 - 499 employees;JavaScript;;SQL;;C#;;;;;TypeScript;;;;;;;;;;;;;;;;;HTML/CSS;;;;;;;;;jQuery;.NET;Angular/Angular.js;;;;;;;;;;;;;;;;;;;Between 1 - 3 years;< €15.000;12500;0;15000;12500;Hasn't changed;5;4;7;7;5;6;6;6;6;7;6;5;5;5;6;5;5;5;5;7;6;6;6;6;5;6;6;Portuguese;1990;31;Female;Full professional proficiency;Code bootcamp;;Masters degree;Between 1 - 3 years;0 - 3 years
2223;Employed full-time;Permanent Employee;0;;Portugal;Lisboa;Lisbon Metropolitan Area;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;6;UX/UI Designer;;UX/UI Designer;Cloud-based solutions or services;;"Scale-up (fast growing company aka ""unicorn"")";;1000 - 4.999 employees;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;;;;;;;;;;;;;;;;;N/A;;;;;;More than 3 years;€60.000 - €65.000;62500;60000;65000;62500;Increased more than 15%;6;1;6;6;5;6;6;7;7;4;4;4;6;6;5;6;5;6;4;7;5;6;6;6;6;5;6;Portuguese;1979;42;Male;Full professional proficiency;University;;Masters degree;More than 9 years;6+ years
2224;Employed full-time;Permanent Employee;0;;Portugal;Braga;North;Portugal;Europe;Portugal;Porto;Porto Metropolitan Area;Yes, fully remote;;My job is remote (full or flexible) by definition;Remote Job (full or flexible);4;Front-End Developer;;Front-End Developer;Software development - other;;Corporate;;1000 - 4.999 employees;JavaScript;Bash/Shell/PowerShell;;;;;;;;TypeScript;;;;;;;;;;;;;;;;;HTML/CSS;;;;;;;;;;;Angular/Angular.js;;;;;;Vue.js;;;;;;;;;;;;;Less than one year;€30.000 - €35.000;32500;30000;35000;32500;]5%,15%];5;4;7;5;5;5;5;7;5;7;6;6;5;5;6;4;5;5;4;5;6;5;5;6;4;4;5;Portuguese;1989;32;Male;Professional working proficiency;University;;Masters degree;Between 6 - 9 years;6+ years
2225;Employed full-time;Permanent Employee;0;;Portugal;Coimbra;Centre;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;4;Technical Team Leader;;Technical Team Leader;Software development - other;;Corporate;;100 - 499 employees;JavaScript;;SQL;Java;;;;;;;;;;;;;;;;;;;;;;;HTML/CSS;;;;;;;;;jQuery;;;;;;;Spring;;;;;;;;;;;;;;More than 3 years;€50.000 - €55.000;52500;50000;55000;52500;]0%, 5%];6;1;6;6;6;6;6;6;6;5;5;5;5;5;5;5;4;5;4;6;5;6;5;5;4;5;5;Portuguese;1976;45;Male;Limited working proficiency;University;;Masters degree;More than 9 years;6+ years
2226;Working as a Contractor/Freelancer;Contractor;;1;Portugal;Lisboa;Lisbon Metropolitan Area;USA;North America;International;;;Yes, fully remote;;My job is remote (full or flexible) by definition;Remote Job (full or flexible);7;Technical Team Leader;;Technical Team Leader;Marketing;;Corporate;;100 - 499 employees;;;;;;;;;;;;Swift;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;;12;7 to 12 months;70;112000;;;;;;112000;[-5%, 0%[;5;3;7;7;1;6;7;7;7;7;4;4;7;4;5;1;1;1;1;3;3;3;5;5;4;1;1;Portuguese;1989;32;Male;Full professional proficiency;University;;Masters degree;Between 6 - 9 years;6+ years
2227;Employed full-time;Permanent Employee;0;;Portugal;Lisboa;Lisbon Metropolitan Area;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;6;Quality Assurance/Testing;;Quality Assurance/Testing;Retail or ecommerce;;Corporate;;100 - 499 employees;;;;Java;;Python;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;;;;;;Less than one year;€30.000 - €35.000;32500;30000;35000;32500;Increased more than 15%;7;1;6;7;4;4;7;7;3;5;3;3;6;1;1;7;7;7;5;5;3;6;2;6;1;1;6;Portuguese;1989;32;Female;Full professional proficiency;University;;Masters degree;Between 6 - 9 years;6+ years
2228;Employed full-time;Permanent Employee;1;;Portugal;Lisboa;Lisbon Metropolitan Area;Canada;North America;International;;;Yes, fully remote;;My job is remote (full or flexible) by definition;Remote Job (full or flexible);7;UX/UI Designer;;UX/UI Designer;Internet;;SME - Small or Medium Enterprise (personnel <250);;20 - 99 employees;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;;;;;;;;;;;;;;;;;N/A;;;;;;More than 3 years;€75.000 - €80.000;77500;75000;80000;77500;]0%, 5%];4;3;7;7;4;5;7;7;7;7;7;5;6;5;6;4;4;6;6;7;7;7;7;7;4;4;7;Portuguese;1988;33;Male;Professional working proficiency;Self-taught;;Masters degree;More than 9 years;6+ years
2229;Employed full-time;Permanent Employee;0;;Portugal;Porto;Porto Metropolitan Area;Portugal;Europe;Portugal;Porto;Porto Metropolitan Area;Flexible between remote and office;3;My job is remote (full or flexible) by definition;Remote Job (full or flexible);4;Scrum Master;;Scrum Master;Cloud-based solutions or services;;SME - Small or Medium Enterprise (personnel <250);;Less than 10 employees;;Bash/Shell/PowerShell;;Java;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Terraform;;;;;;;;;;;;;;;;N/A;;;;;;Between 1 - 3 years;€40.000 - €45.000;42500;40000;45000;42500;]5%,15%];6;3;5;6;6;6;3;3;4;5;5;3;6;5;4;2;2;6;2;2;6;4;6;5;4;6;4;Portuguese;1993;28;Male;Full professional proficiency;University;;Masters degree;Between 3 - 6 years;3 - 6 years
2230;Employed full-time;Permanent Employee;0;;Portugal;Braga;North;Portugal;Europe;Portugal;Braga;North;Flexible between remote and office;5;Working remote because of Covid-19;Full Office Job;4;Full-Stack Developer;;Full-Stack Developer;Software as a service (saas) development;;SME - Small or Medium Enterprise (personnel <250);;20 - 99 employees;;;SQL;;;;PHP;;;TypeScript;;;;VB.NET;;;;;;;;;;;;;HTML/CSS;;;;;;;;;jQuery;.NET;Angular/Angular.js;;;;;;;;;;;;;;;;;;;Between 1 - 3 years;€15.000 - €20.000;17500;15000;20000;17500;Hasn't changed;4;3;7;7;7;7;6;7;7;7;7;4;7;7;4;7;4;7;7;7;4;7;7;7;7;4;7;Portuguese;1991;30;Male;Limited working proficiency;University;;Masters degree;Between 3 - 6 years;3 - 6 years
2231;Employed full-time;Permanent Employee;1;;Portugal;Braga;North;Portugal;Europe;Portugal;Porto;Porto Metropolitan Area;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;7;Data Scientist/Data Engineer;;Data Scientist/Data Engineer;Data and analytics;;"Scale-up (fast growing company aka ""unicorn"")";;1000 - 4.999 employees;JavaScript;;SQL;Java;;Python;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Angular/Angular.js;;;;;;;;;;;;;;;;;;;Between 1 - 3 years;€20.000 - €25.000;22500;20000;25000;22500;Hasn't changed;3;4;7;7;6;7;7;7;6;7;5;4;6;7;6;6;6;7;6;7;6;7;5;4;5;5;5;Portuguese;1995;26;Male;Full professional proficiency;University;;Masters degree;Between 1 - 3 years;0 - 3 years
